beta0	A1	B1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.280754414200783	-0.280754414200783	-0.280754414200783
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.214957464835607	0.214957464835607	0.214957464835607
0	0	0
0	0	0
0.147264642617665	0.147264642617665	0.147264642617665
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.203655740362592	0.203655740362592	0.203655740362592
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.206499136588536	0.206499136588536	0.206499136588536
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.111458185198717	-0.111458185198717	-0.111458185198717
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.364640375901945	0.364640375901945	0.364640375901945
0	0	0
0	0	0
0	0	0
0	-0.161623996653361	-0.213509642076679
0	0	0
0	0	0
0	0	0
-0.214278614427894	-0.214278614427894	-0.214278614427894
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.376655837660655	0.526651183731156	0.551409969851375
0	0	0
0	0	0
0.229227277799509	0.229227277799509	0.229227277799509
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.125624723406509	0.0457539189956151	0.0808966559823603
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.290607907716185	0.169541389530059	0.123143653897569
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.155953838862479	-0.155953838862479	-0.155953838862479
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.196709104836918	-0.196709104836918	-0.196709104836918
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.310214047809131	0.16696888221777	0.0970218712696806
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.282585936458781	0.282585936458781	0.282585936458781
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.358431529253721	0.358431529253721	0.358431529253721
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.137106195348315	0.137106195348315	0.137106195348315
0	0	0
0	0	0
0	0	0
0	0	0
0.278319124598056	0.278319124598056	0.278319124598056
0	0	0
0	0	0
0	0	0
-0.214984767977148	-0.214984767977148	-0.214984767977148
0	0	0
0.22698587027844	0.22698587027844	0.22698587027844
0	0	0
0	0	0
0	0	0
0.388380561303347	0.388380561303347	0.388380561303347
-0.108679852169007	-0.108679852169007	-0.108679852169007
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.128704820736311	-0.128704820736311	-0.128704820736311
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.185734623414464	0.0490458196785767	0.016332276398316
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.18436251655221	0.18436251655221	0.18436251655221
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.175125656044111	-0.175125656044111	-0.175125656044111
0	0	0
0	0	0
0.166059815138578	0.166059815138578	0.166059815138578
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.371125661488622	0.371125661488622	0.586457626940683
0	0	0
0	0	0
0.253407197888009	0.253407197888009	0.253407197888009
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.307238304056227	-0.307238304056227	-0.307238304056227
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.171986439544708	-0.171986439544708	-0.171986439544708
0	0	0
0	0	0
0.209531654324383	0.209531654324383	0.209531654324383
-0.352803595853038	-0.352803595853038	-0.352803595853038
-0.274021283071488	-0.274021283071488	-0.274021283071488
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.286721178214066	0.286721178214066	0.286721178214066
0	0	0
0.373889591335319	0.373889591335319	0.373889591335319
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.324689529906027	0.324689529906027	0.324689529906027
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.360458895936608	0.360458895936608	0.360458895936608
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.320193269243464	-0.320193269243464	-0.320193269243464
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.348705706512556	0.348705706512556	0.348705706512556
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.210043761297129	-0.210043761297129	-0.210043761297129
0.103373626829125	0.103373626829125	0.103373626829125
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.365895769163035	-0.365895769163035	-0.365895769163035
0	0	0
0.336281662527472	0.336281662527472	0.336281662527472
0.306505687721074	0.306505687721074	0.306505687721074
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.310333018796518	0.310333018796518	0.310333018796518
0	0	0
0	0	0
0	0	0
0.135424587479793	0.135424587479793	0.135424587479793
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.296117927297018	-0.296117927297018	-0.296117927297018
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.216175091546029	-0.216175091546029	-0.389435250055976
0	0	0
0	0	0
0	0	0
0	0	0
-0.38850968144834	-0.38850968144834	-0.38850968144834
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.110596198379062	-0.110596198379062	-0.110596198379062
0	0	0
0	0	0
0	0	0
0.130208797357045	0.29695490913582	0.354935091850348
0.363012936641462	0.363012936641462	0.363012936641462
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.293276012083516	-0.293276012083516	-0.293276012083516
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0.151817505917279	0.163766995118931
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.388572584069334	0.388572584069334	0.388572584069334
0	0	0
0	0	0
0	0	0
0	0	0
0.15208291769959	0.15208291769959	0.15208291769959
0	0	0
-0.213242242392153	-0.213242242392153	-0.213242242392153
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.236418229248375	-0.236418229248375	-0.236418229248375
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.231535341078416	0.231535341078416	0.231535341078416
0.250276942970231	0.412575033091707	0.479727203398943
0	0	0
0	0	0
0	0	0
0	0	0
0.214134053979069	0.214134053979069	0.214134053979069
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.307878155144863	0.307878155144863	0.307878155144863
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.203721428778954	0.203721428778954	0.203721428778954
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.385802180459723	-0.385802180459723	-0.385802180459723
0	0	0
0.148957507032901	0.148957507032901	0.148957507032901
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.343117804592475	0.343117804592475	0.343117804592475
0	0	0
-0.199005659203976	-0.199005659203976	-0.199005659203976
-0.230712234834209	-0.230712234834209	-0.230712234834209
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.267546660872176	0.267546660872176	0.267546660872176
-0.111282120319083	-0.111282120319083	-0.111282120319083
0	0	0
0	0	0
0	0	0
0.246712227468379	0.116064823162742	0.0474787172861398
-0.31500786896795	-0.31500786896795	-0.31500786896795
0	0	0
0.295555394655094	0.295555394655094	0.295555394655094
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.398234692052938	0.398234692052938	0.398234692052938
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.160672892187722	0.160672892187722	0.160672892187722
0	0	0
0.313686452084221	0.313686452084221	0.313686452084221
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.175232648593374	0.175232648593374	0.175232648593374
0	0	0
-0.228164891619235	-0.228164891619235	-0.228164891619235
0	0	0
0	0	0
0	0	0
0	0	0
-0.10535179649014	-0.10535179649014	-0.10535179649014
0	0	0
0	0	0
0.107853118446656	0.107853118446656	0.107853118446656
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.399258104059845	0.399258104059845	0.399258104059845
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.212714179628529	0.212714179628529	0.212714179628529
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.293079916550778	-0.293079916550778	-0.293079916550778
0	0	0
0	0	0
0	-0.176612472528359	-0.24442951141391
0	0	0
0	0	0
0	0	0
0	0	0
0.130278631532565	0.130278631532565	0.130278631532565
-0.298535293387249	-0.298535293387249	-0.298535293387249
0	0	0
0	0	0
-0.383143690484576	-0.383143690484576	-0.383143690484576
0	0	0
0.339437628514133	0.339437628514133	0.339437628514133
0	0	0
0	0	0
-0.142443112423643	-0.142443112423643	-0.142443112423643
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.385594853386283	0.385594853386283	0.385594853386283
0	0	0
-0.280193776148371	-0.280193776148371	-0.280193776148371
0	0	0
0	0	0
0	0	0
-0.23694066000171	-0.23694066000171	-0.23694066000171
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.330366171034984	-0.330366171034984	-0.330366171034984
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.12531910315156	0.12531910315156	0.12531910315156
0	0	0
0.295627234550193	0.295627234550193	0.295627234550193
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.130047864466906	0.130047864466906	0.130047864466906
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.245177226210944	-0.245177226210944	-0.245177226210944
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.26790885233786	0.26790885233786	0.26790885233786
0	0	0
0	0	0
-0.296978595922701	-0.296978595922701	-0.296978595922701
0	0	0
0	0	0
0	0	0
0	0	0
-0.295229960000142	-0.295229960000142	-0.295229960000142
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.193051065504551	0.193051065504551	0.193051065504551
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.265912121650763	0.265912121650763	0.265912121650763
0	0	0
0	0	0
0	0	0
0	0	0
0.251205999474041	0.251205999474041	0.251205999474041
0	0	0
0	0	0
0.153450494981371	0.153450494981371	0.153450494981371
0	0	0
-0.226890630624257	-0.0746154160238802	-0.0573513506911695
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.18557563086506	0.18557563086506	0.18557563086506
0	0	0
0.235457960562781	0.235457960562781	0.235457960562781
0	0	0
0	0	0
0.289794782572426	0.289794782572426	0.289794782572426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.15303012507502	-0.15303012507502	-0.15303012507502
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.225066086091101	-0.225066086091101	-0.225066086091101
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0.171325083455304	0.244323234981857
0	0	0
0	0	0
0	0	0
0.381591746467166	0.381591746467166	0.381591746467166
0	0	0
0	0	0
0	0.146391251147725	0.2122518629767
0	0	0
0	0	0
0	0	0
0.159687480446883	0.159687480446883	0.159687480446883
0	0	0
0.131740144174546	0.131740144174546	0.131740144174546
0	0	0
-0.311096726404503	-0.311096726404503	-0.311096726404503
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0.133826464880258	0.191477617365308
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.295377010083757	0.295377010083757	0.295377010083757
0	0	0
0	0	0
0.249539711908437	0.249539711908437	0.249539711908437
0	0	0
0	0	0
0.162231071083806	0.162231071083806	0.162231071083806
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.114188139420003	-0.114188139420003	0.0752893537981436
0	0	0
0	0	0
0.127496042312123	0.127496042312123	0.127496042312123
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.344223520392552	0.344223520392552	0.344223520392552
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.335144852520898	-0.335144852520898	-0.335144852520898
0	0	0
-0.153246837225743	-0.153246837225743	-0.153246837225743
0	0	0
0	0	0
0.199116921704263	0.199116921704263	0.199116921704263
-0.22521730826702	-0.22521730826702	-0.22521730826702
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.103234595572576	-0.103234595572576	-0.103234595572576
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.353960296465084	-0.353960296465084	-0.353960296465084
0	0	0
0	0	0
0	0	0
0	0	0
0.395757050369866	0.395757050369866	0.395757050369866
0.114334816578776	0.114334816578776	0.114334816578776
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	-0.23542511605192
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.230944091058336	0.230944091058336	0.230944091058336
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.119670856767334	-0.119670856767334	-0.119670856767334
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.189830940309912	0.189830940309912	0.189830940309912
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.341878993110731	0.341878993110731	0.341878993110731
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.337058314308524	0.337058314308524	0.337058314308524
0	0	0
0	0	0
0	0	0
0	0	0
-0.157455134950578	-0.157455134950578	-0.157455134950578
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.288833566801623	0.288833566801623	0.288833566801623
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.135851086303592	-0.135851086303592	-0.135851086303592
0	0	0
0	0	0
0	0	0
0	0	0.235495526110753
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.368426127708517	-0.220551774057094	-0.149454280384816
0	0	0
0	0	0
0	0	0
0	-0.152189570461633	-0.239804469235241
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.384363887505606	0.384363887505606	0.384363887505606
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.378677628631704	-0.378677628631704	-0.378677628631704
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.165804592613131	0.165804592613131	0.165804592613131
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.287392881233245	-0.287392881233245	-0.287392881233245
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.14045794736594	0.14045794736594	0.14045794736594
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.111518529593013	-0.111518529593013	-0.111518529593013
0	0	0
0	0	0
-0.290785616007634	-0.290785616007634	-0.290785616007634
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.12425424347166	0.12425424347166	0.12425424347166
0.291746109607629	0.291746109607629	0.291746109607629
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.287407432147302	0.287407432147302	0.287407432147302
0	0	0
0	0	0
0	0	0
-0.334816182171926	-0.334816182171926	-0.334816182171926
0	0	0
0	0	0
0	0	0
0	0	0
0	0.160313094133744	0.234278058982454
0	0	0
-0.251336214225739	-0.251336214225739	-0.251336214225739
0	0	0
0	0	0
0	0	0
0.260142384190112	0.260142384190112	0.260142384190112
0	0	0
0	0	0
0	0	0
0	0	0
-0.329418750689365	-0.329418750689365	-0.329418750689365
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0.189252433739603
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.155232088686898	0.155232088686898	0.155232088686898
0.141479830094613	0.141479830094613	0.141479830094613
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.312910135090351	0.312910135090351	0.312910135090351
0	0	0
0	0	0
0	0	0.244609481142834
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.206870665075257	0.206870665075257	0.206870665075257
0	0	0
0	0	0
-0.333426796155982	-0.333426796155982	-0.333426796155982
-0.180619938881136	-0.180619938881136	-0.180619938881136
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.224775958596729	0.224775958596729	0.00525931671727453
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.318682148796506	-0.318682148796506	-0.318682148796506
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.258170746825635	0.258170746825635	0.258170746825635
0	0	0
0	0	0
0	0	0
0	0	0
0	0.124937629688066	0.150150376115926
0	0	0
0	0	0
0	0	0
